70C;70S;76aC;76aS;76bC;76bS;96C;96S;99C;99S;100cC;100cS;100bC;100bS;100fC;100fS;101C;101S;105C;105S;107C;107S;124C;124S;127C;127S;136C;136S;137C;137S;144C;144S;152C;152S;159C;159S;175C;175S;195C;195S;198C;198S;225aC;225aS;225bC;225bS;226C;226S;229C;229S;262C;262S;264C;264S;280C;280S;299C;299S;318C;318S;400C;400S;417C;417S;431C;431S;439C;439S;442C;442S;493C;493S;532C;532S;574C;574S;575C;575S;657C;657S;666C;666S;724C;724S;783C;783S;1002C;1002S;1032C;1032S;1060C;1060S;1084C;1084S;1173C;1173S;1291C;1291S;1304C;1304S;1379C;1379S;1577C;1577S;1655C;1655S;1817C;1817S;2103C;2103S;2152C;2152S;2319C;2319S;4461C;4461S;5915C;5915S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677,1944956;716,0015243;567,4686247;562,4284131;110408,4611;114250,7537;60533;60116;1307,898248;1379,731927;22766,16772;22525,8522;22403,68281;24568,88706;8342,83456;8911,952755;660,7136876;675,2093287;14863,68862;14708,85155;47207,24809;50242,63334;64372,78218;64447,62898;121646,5238;124727,2689;100810,1932;104559,0906;70180;73201;63719,45495;67763,2183;79809,55004;84292,54582;43574,39518;43661,83415;41864;41283;2478,877081;2478,507078;16934,07267;17215,44479;135535,1297;136624,8716;4098,591144;4189,990897;90759,67596;133243,939;138744;157934;2501,28072;2468,517097;65563,79805;64104,50061;2746,336638;2944,221492;53668,84416;50158,79626;47482,85564;45141,05362;15723,38248;15867,78661;18274,2451;17649,84366;182716;182457;115150,3762;124458,5761;5408141351;5486862035;36261,19419;39498,16602;9054;9344;39329,82042;38643,37565;7070,994482;7231,275411;51645,83744;55917,76613;332744;325173;4396283593;4633837286;9245,859948;9426,274697;287326,4063;307357,6269;51005,2218;59447,67155;263972,5692;338876,7152;25028;25059;60175,07407;62800,5263;62823,26157;68408,52085;292503,5609;317709,3391;60229,67409;59861,93526;38449,16994;44305,74376;83542,56684;98556,1841;65948,02493;79952,97687;105955,7086;144783,3025;73062,71628;81426,7887;242520,6819;268744,0505;192124,7874;197741,3468;752706,1083;755516,1732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
692,1967626;699,8056766;555,7869485;573,9878565;114113,8555;115727,3349;55592;59204;1280,218173;1281,473451;21684,03527;21868,56655;23395,31284;22669,99776;8386,172171;8318,73728;658,3560522;652,212472;15082,10695;15088,55896;50379,12164;61282,06442;64312,25354;67650,02533;120319,3034;124679,5572;101492,2092;101874,9786;71935;72118;65869,27997;69673,77041;76553,66021;83669,99387;43132,25215;45167,47777;40976;41341;2466,150357;2442,496811;17837,29908;16658,77045;134775,5598;133312,9039;4101,730187;4060,884119;106425,0194;110124,4619;144418;141405;2427,574329;2542,606624;55704,40921;65874,58766;2714,152611;2777,579773;49541,44906;52144,16852;44347,20237;45640,35018;15841,68603;16095,20245;15920,73133;18079,31344;190359;188571;127086,7362;126467,9779;5265052077;5604958826;36133,65579;39048,46677;9357;9631;38151,41088;40488,50476;7148,252455;7199,410051;51780,25638;53527,22281;337010;361359;4416131803;4436080536;9239,608121;9559,15154;290159,8247;290255,4674;52349,11002;59524,69372;260576,4105;284982,3051;25104;24953;60784,46925;64329,31348;64633,16112;67943,39657;295841,7439;336952,7425;59284,2305;59409,36281;37595,59673;40336,34148;72992,95338;97573,37462;64794,04115;79817,79393;106623,6351;118293,0267;73458,49749;87907,42005;243261,2974;273118,9295;191035,8553;208644,572;741293,7069;759711,5315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710,1300018;712,8850991;577,6725748;558,9359435;116157,7711;112358,3063;61351;64609;1272,026533;1228,335192;21871,51826;21562,73647;22314,12079;23332,36336;8186,886844;8463,602592;657,9816639;666,8792156;15681,80734;14683,76789;49515,75804;48744,47835;61694,37367;67274,25208;121196,134;130097,4961;101604,9736;102978,1977;70959;71459;62738,66789;74255,98704;76150,29135;83713,08771;42459,524;45973,06692;41316;41896;2412,600803;2444,830727;16595,97955;18680,47197;132492,125;134024,5535;4066,309555;4003,077671;112060,5435;102287,0067;137205;146107;2479,442897;2519,650489;56503,8858;65174,79691;2706,583096;3077,593117;50554,6987;52761,44342;42766,00736;44166,34456;15871,69341;16088,35608;17637,42564;15883,41036;177930;182755;130043,3752;128964,7375;5322997297;5435042167;36759,29157;37249,63462;9071;9614;38915,63798;40721,52805;7069,961399;7095,899853;50881,96516;54069,05252;311292;334157;4444901199;4537296886;9215,708243;9345,03852;284243,3336;324421,3364;52357,33765;53432,50581;268925,2325;320673,9619;24869;25226;60435,09826;63637,63985;63323,8085;74194,89977;295547,9257;302299,2097;59564,29049;61913,61975;41346,05085;47999,13964;79796,02781;90505,46682;66427,60841;72943,61867;114391,9151;126270,8972;71901,16344;86554,36691;242371,4964;277345,3688;191700,1198;196179,3165;727149,8921;769839,2504;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
723,3905672;708,9126605;565,4495775;561,8535951;115763,1263;116154,4092;58362;62560;1281,989221;1432,351295;21564,94578;23670,87342;22718,88438;22543,70754;8130,657301;8669,599029;660,929856;659,6613923;14648,09372;14596,99614;48876,54629;47214,71845;60149,48428;61370,31511;120608,2605;124084,0676;106561,417;100420,2964;72649;75506;67732,0536;69367,54956;76098,38435;82089,95732;45027,67262;43991,8803;41579;43072;2422,217645;2479,932178;16123,90144;16695,85492;135781,5704;139135,6893;4061,334207;4108,922713;112849,1624;119912,1388;141208;144816;2488,822609;2483,456154;64434,9179;68295,63296;2900,481612;2880,959153;51016,69775;56261,43058;43883,18079;45073,07438;16124,96664;16085,46541;21988,86934;19182,79812;178893;210832;122708,971;122800,4413;5556373442;5400598643;38468,51574;38019,62154;10078;9097;38743,18388;39884,13637;7126,436924;7295,261492;51152,94063;53642,13085;323016;333376;4404080874;4497781180;9317,708486;9502,597704;280858,8227;303189,2264;52458,75702;59733,41513;267776,235;302694,6332;24729;25048;60842,71954;64733,68326;65938,01258;74192,83404;284674,7294;310119,0241;59575,23013;60428,12273;42978,35955;47737,33907;80274,42024;92689,31648;67835,94885;77489,57799;108764,3413;123860,7628;73314,66167;88416,19364;241446,013;269643,668;193051,5451;204568,9397;768186,5649;785953,0073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690,8975513;714,6692749;558,6742676;572,4914483;111043,9125;117639,9273;56654;58325;1288,691316;1366,953698;22202,95774;22163,5707;22564,70227;22973,00406;8226,400419;8383,388243;661,9981288;660,648392;15078,47217;14466,73606;47135,01172;48843,82503;61132,77712;62398,89719;118992,8774;120680,0823;104520,917;104552,7328;70295;74575;63936,04952;79226,43509;78024,51378;82857,22212;44275,51704;43931,96176;40730;42191;2375,29582;2563,528527;16875,84836;19133,75102;136939,706;144267,4204;3942,601443;4074,95692;104358,5529;123402,3007;139384;144991;2490,825336;2513,978612;55066,03462;67254,86488;2756,021442;2934,82006;52097,07196;52554,09377;44413,7658;50638,37721;15908,9335;15803,97433;19161,18091;17073,99058;187163;189682;115923,3321;132290,0502;5433221884;5631688882;37817,60109;40133,4326;9066;10199;38561,63092;41835,74437;7138,344491;7306,398753;51150,96446;58615,2951;328057;339527;4413940056;4396190876;9212,146902;9531,320782;289256,5517;289295,8695;51044,26115;50864,34868;248786,9706;326112,4791;24958;24720;60581,65756;63995,75291;60253,52075;72073,42482;295989,9124;302456,012;61441,05531;61013,04878;40095,81499;37829,10653;78952,90552;95633,67946;66832,53669;78349,51519;100763,786;128837,7006;74436,41348;87418,67351;242547,2324;277916,4598;192129,7423;197538,7775;763904,7606;727271,502;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708,4632886;726,5442952;552,1123713;567,0582476;113606,5259;111387,9928;57383;56498;1278,132777;1316,332561;22508,47999;22466,88025;23160,99915;22869,40531;8636,453943;8550,948504;660,9776803;660,232171;14942,66101;14439,7026;45995,71111;45974,21547;60824,53073;65582,07721;123197,2303;121551,316;104898,9907;107492,4769;71895;72376;64714,08585;85119,35477;80558,62583;87027,92031;43331,66289;47955,19684;41692;43561;2456,535071;2423,239478;16867,78316;15994,65659;138901,0978;135745,1161;3981,756209;4140,783604;122566,4428;115567,7332;150277;155470;2532,315244;2492,948798;62530,90421;68897,28669;2785,319018;2750,232087;51642,16381;53841,42225;44353,13351;47465,61299;15857,97792;15925,71666;24342,76648;20160,29724;181581;196518;121662,1554;124263,5466;5346712369;5515692295;37262,37912;37687,22157;8997;9253;38304,62549;41831,05291;7069,966993;7349,133557;51495,75747;58090,14454;324609;341711;4456777278;4362322947;9405,085807;9407,524098;281969,6346;300884,9846;51032,61616;53770,03715;258105,5369;332077,6576;25090;25217;61060,24345;60427,04792;64055,22766;69729,32907;294517,9824;310038,8071;59306,64318;59043,4891;41961,89058;47085,08466;78159,83661;93949,63696;67330,67571;78348,94784;106179,9572;120046,246;71820,90667;89715,12167;241938,1538;274459,1126;191842,8994;204019,1071;769842,5522;766187,4296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693,6283664;712,5067838;567,618493;566,3744197;111595,3363;110086,7931;57965;61116;1252,157967;1264,236573;21935,51796;21738,76983;22536,58361;23031,8224;8171,737321;8625,959158;664,2109827;669,1427692;14447,58619;15400,41493;48790,67718;46442,90325;59732,50061;60652,86956;119446,1048;124548,7262;101826,1114;103749,4658;70694;74583;68191,8934;71572,54378;82916,65623;84602,56123;43141,08448;44743,13024;41807;42307;2404,287456;2447,986217;17853,17042;19214,87482;135594,8532;137907,8803;4014,511265;4069,531816;109708,5588;133757,9808;140571;156534;2456,503569;2497,743433;55017,20132;66920,85321;2718,688428;2930,055743;54440,5603;52490,34754;47070,31338;44025,82499;16084,71137;15812,91778;20667,1909;22441,28533;182391;200100;114072,3677;127252,5745;5390905620;5626985194;36629,37061;37800,36452;9197;9258;39652,60497;42648,28045;7090,094405;7426,525157;53503,89902;57073,79399;326550;335389;4467419708;4367364442;9209,125627;9346,661142;279456,4278;287278,0428;51535,89498;54049,97062;245615,7448;317007,6541;24869;25153;59896,18497;67050,60839;66267,37003;73591,23908;296825,8908;295472,3712;58996,53763;59907,93616;44747,992;40638,09793;77928,0579;92414,40242;66381,60008;74628,05808;107460,1825;135116,5654;71357,167;87220,63496;243123,9578;274985,0446;193501,6804;202141,3874;748913,9624;814542,0423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704,1431187;748,157349;568,3123796;575,2835875;114837,7433;118215,5812;58479;59555;1258,33849;1300,740393;22320,8028;22288,31785;23106,2313;22847,68695;8199,843995;8271,894844;664,6046807;662,9538225;14670,95179;14660,30325;61822,69589;47931,47724;62733,73154;66146,86584;121060,1826;120938,6324;103348,287;104077,7932;76312;77244;67868,25235;71046,78323;93470,16111;83109,95384;44118,22308;44783,83855;42040;46299;2427,377411;2437,357617;17884,57389;18553,19191;137188,2567;137879,2504;4100,422256;3965,006604;99185,08379;129386,3438;138254;148987;2499,653597;2483,167578;53373,32343;59987,90892;2891,342013;2959,10421;50583,18769;52999,95396;43815,09852;44372,18343;16028,23955;15928,21866;17995,41639;20280,52491;182918;199335;129175,6068;131606,5215;5382608823;5636017734;37274,65381;36929,30236;9199;9371;38918,62326;42044,26258;7104,832291;7383,10298;51733,82373;59260,79303;343759;363308;4432199583;4593326335;9244,375093;9525,958731;291109,3233;291448,13;51549,19463;52566,1105;261197,9094;307994,5003;24843;25075;60987,58348;64440,73235;65214,28642;68126,62757;294404,6246;302657,4933;60161,87357;61000,15831;36202,25603;43702,33701;84042,33493;95222,7378;67029,44609;88220,20474;107690,9439;128147,5634;72802,74486;86917,34996;242869,8673;281165,6797;193380,6171;208252,7725;731978,0451;743914,2212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
698,3976496;695,1891281;576,5911794;566,0066871;109299,7827;113336,863;57147;63253;1246,280893;1321,670833;24351,92461;22163,97493;22869,47835;22861,10845;8360,159351;8217,166817;662,097997;661,7552839;15231,26241;15471,27845;46044,17061;48346,05019;64583,34833;60205,07823;121621,3107;128824,8574;103546,0298;100503,4481;74809;76089;63809,9242;75719,53879;91551,57135;80333,4259;42988,66926;44142,2652;42865;44551;2439,214203;2596,756777;16283,39243;17725,39959;130147,2536;136750,9039;4056,707568;3949,514089;101875,8815;118968,3401;139599;140883;2497,197334;2522,606382;65404,6849;82235,68863;2750,274415;2756,733413;49847,03686;51612,19459;44544,99914;44235,42535;15959,75958;16117,44364;16347,94582;17606,25874;175456;214154;121659,3377;124865,0665;5386809504;5463060463;37532,94783;36536,569;9216;9162;38230,36866;43027,13419;7109,308484;7254,770813;51410,682;59093,2506;341870;349092;4452519335;4437536371;9164,618402;9229,344198;285293,8918;309949,3757;51323,82792;54844,60923;266117,4932;307600,442;24736;25301;60091,6454;64706,77492;67858,72502;63206,80951;306203,5666;311926,2335;59323,66103;59067,55322;37157,68778;49395,63607;78897,74767;99294,64526;66623,45717;78021,2299;102722,5665;126963,5029;73108,39917;86547,53584;243660,5044;271228,1545;196492,5431;203693,8651;779555,6178;802231,4273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721,5694695;698,4836929;560,315219;560,3464866;112296,9891;113829,3067;58740;60187;1290,763023;1310,046082;23321,92194;22773,02969;22684,85131;22877,15593;8408,80248;8409,732371;673,4179324;662,3047265;14606,43256;14800,40583;47372,33839;49059,27652;62062,03382;59997,50612;119644,1209;126619,0728;102441,1888;102981,3045;72592;70765;66408,55332;64167,29828;80335,28188;81159,00628;45016,88621;46563,79679;41411;44524;2454,037067;2454,870429;16683,89334;16962,83577;134017,2979;134622,1551;3973,615247;4116,734701;112524,7344;124483,1307;140042;154252;2504,80149;2438,046789;56054,91941;78193,33676;2795,717287;2850,701057;49211,71967;54270,21258;44095,53874;45984,40458;16070,19498;15866,17124;18655,74375;18916,28197;201588;216736;119284,1604;135285,4288;5236032307;5706591383;37962,39704;36849,68411;9173;9105;40056,09891;40744,6119;7113,329733;7150,358539;52184,79755;53383,39272;338227;364187;4382934665;4413275484;9290,659537;9285,970136;288442,3013;313293,8475;52197,38986;56091,52871;271026,5269;317297,5372;25063;25075;60663,04004;67128,41956;65349,65807;69232,28599;285902,6876;307789,2177;60397,27751;60256,91411;42204,7173;42567,23335;83973,89704;91264,13401;65374,82177;78611,60081;102366,6195;116437,5444;74557,97309;93462,15969;242677,2887;265750,5271;192200,0882;204982,6463;789663,0343;755465,2943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
682,5748242;713,7317921;554,5435199;555,86462;110810,3324;113480,399;60247;56598;1318,699142;1296,846987;22584,143;22912,50572;22222,97159;22276,48417;8417,783433;8145,390238;670,2533346;659,9392895;14754,54124;15300,45131;59339,47284;44993,67206;63098,23389;65139,12865;122023,8798;123761,6448;100257,0438;103085,0985;74166;75925;64968,05143;72574,46601;80075,84336;83913,30748;42773,32941;47953,63815;41558;44262;2408,927899;2437,705245;17131,90734;17094,27048;130012,6172;136185,5765;4015,256527;4010,426535;110531,3049;116781,6963;138611;143341;2454,700708;2461,252977;58387,10473;78308,25653;2970,410623;2752,298936;53074,49977;49539,80957;44486,005;44799,52822;15978,57621;16036,95618;18884,74313;19623,98223;188383;204699;126834,0991;131723,7621;5499911092;5280881293;37285,69519;39498,09672;8995;9306;38898,18153;42721,62527;7100,807226;7374,716031;51961,23392;54591,96252;313984;345762;4426741395;4508689595;9320,546547;9434,3208;285745,1552;309500,5699;51823,11051;54499,2986;259525,9261;323611,3941;24664;25169;60598,11255;61458,00337;64325,86629;68229,36149;294816,1592;319242,2941;61196,65408;60865,9256;38413,5711;40416,6655;76003,93975;91440,41329;66930,90702;80480,21702;107929,3657;128432,0114;71731,47041;87226,66257;243880,0026;266249,7846;194098,0001;203695,2914;745289,3884;790757,4593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
714,3022561;716,9067097;559,1117123;573,2215186;117242,5444;113103,0434;56008;60237;1277,177199;1264,002678;22180,0265;23562,49413;22501,67384;22523,70098;8560,620986;8697,817163;662,3807665;666,8648401;15205,85934;15000,55141;58265,95975;49421,63688;61368,08078;66211,98226;118727,3024;124782,2776;107367,8684;103477,6034;74279;82564;67418,58795;73602,29187;77573,66252;84631,19068;43282,68258;45972,33779;42432;47099;2406,384474;2430,551603;16673,0616;18363,2242;139042,3471;135042,2161;4108,286542;4097,327934;96565,37911;115386,0416;139488;162172;2471,520878;2527,788901;63113,68619;65454,7769;2807,204141;2721,158647;51744,97487;51896,34577;43906,84865;45230,91355;15897,36143;15854,87004;22127,08048;16847,31213;177604;184237;124423,0677;123052,101;5538837209;5624391666;36313,9299;37396,93084;9074;9221;39137,40075;42152,55795;7129,409631;7331,079495;51141,95597;53709,71723;319769;354557;4420515026;4611945401;9347,970145;9568,626056;284407,6856;315543,3162;51382,14038;55692,07094;245317,6096;315247,2005;25131;25183;60816,53552;63157,29646;63616,09724;72956,17553;272933,0847;305195,2263;59962,54224;59656,46321;38035,66434;49192,34602;75397,22773;100788,927;65576,21701;74516,04643;101876,6466;121205,8799;73754,57033;89659,84868;242719,3673;271430,9332;191359,8822;211724,9418;739281,4847;791094,7946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
714,3835781;716,0158846;556,9802109;562,2878572;114749,4207;119766,0711;61945;66690;1278,594662;1374,802772;21821,04125;22043,08566;23226,45646;23003,10566;8319,435553;8228,540114;662,7342908;663,6641548;14706,56515;14718,02801;45702,49065;49960,34009;68520,24584;69413,35499;119792,4081;128673,3598;101817,9543;102914,4605;70188;72831;71598,30035;76410,22087;76428,7017;86325,40506;45059,70032;44962,19638;41996;44638;2460,402439;2456,554698;17551,40423;16474,40712;139749,9727;133118,8688;4124,370358;4169,937462;110190,6596;113709,3103;143189;149590;2535,244102;2487,745794;54722,04975;60342,87708;2885,418206;2725,217712;52786,1173;50915,413;44726,10631;44074,04211;16059,83196;15748,94051;18856,72365;20720,23143;190792;196824;131526,649;132643,7336;5327329534;5426844204;37251,89465;38697,94066;9134;9578;38459,07768;43168,35451;7081,433509;7327,093007;51453,05939;58069,53745;318111;367308;4473603261;4438499614;9244,379057;9425,929329;293604,6937;308945,223;51099,90625;56376,29508;259388,0145;353514,2626;24629;25145;60181,44961;63933,66053;67989,32238;74814,51536;275239,7119;312699,747;60812,80103;60199,61725;39027,30188;40314,08954;77140,23321;98160,3668;65968,96573;84828,14299;104902,2544;123892,9046;73632,03819;86645,22064;243569,8719;279812,5563;190750,4562;203148,558;729245,2257;779953,9007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690,6615742;715,7298322;558,6659459;553,3871611;111406,1155;115699,349;58482;64176;1250,990376;1287,142918;22161,9964;22709,01564;22728,00636;23532,87354;8110,836446;8979,930896;668,079272;657,6382867;14439,7026;14962,78946;49311,77176;60049,32012;59640,01569;62655,1168;122919,7939;128410,1952;99556,37998;102607,9297;71751;76406;60575,51891;66679,50503;80595,32447;94018,65893;44685,97897;47932,26525;41881;42835;2510,250686;2635,4372;16014,11607;16745,62425;133254,1709;138392,9579;4024,983531;4061,534973;117139,3295;114378,7066;138871;144496;2493,264521;2496,880948;62506,23273;62382,43021;2775,880406;2930,534074;50264,22492;51497,23025;44427,75185;44286,86941;15808,03886;15926,57013;21111,67351;18998,06199;184753;203393;123850,4474;128444,8711;5340474529;5379366501;39489,9055;39675,46148;9249;9602;39136,10029;41383,19144;7060,13714;7164,837525;51200,13506;55591,0725;315345;357700;4404320991;4383075333;9200,773557;9631,710177;296766,8802;307374,1403;51572,48206;53636,0535;260799,9202;322716,2471;25068;24796;60292,45611;64939,293;62995,08493;71243,39038;296749,645;311088,8962;63039,9811;59073,43865;41454,49279;42212,87062;74640,29863;91547,11384;66573,93926;79638,30258;107350,0749;127149,4409;73133,77175;83032,80086;243054,5586;262908,9119;191887,2465;205644,7995;762598,4091;783316,7165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
