100aC;100aS;100eC;100eS;100dC;100dS;120C;120S;130C;130S;150aC;150aS;150bC;150bS;150cC;150cS;200aC;200aS;200bC;200bS;202C;202S;535aC;535aS;1000C;1000S;1323C;1323S;1400C;1400S;1748C;1748S;1889C;1889S;2392C;2392S;3038C;3038S;3795C;3795S;5934C;5934S;7397C;7397S
22178;22214;22442;22813;22586;22589;17232;16569;62698;63605;66645;67883;27545;27358;27027;26961;30098;30242;30934;31272;42890;41687;228584;211894;19456847,59;21231845,12;287891,4066;292004,7244;36141,65386;28930,1414;35506;35150;347336,6561;347786,5497;400512,6085;415551,1304;145799,0767;148353,6974;53860;46794;62039;60839;41115;29616
22080;23758;22938;23207;22457;21815;16936;17871;61900;63064;66537;66652;28291;27448;26426;26877;30385;30280;29866;30846;42343;44787;229352;226550;20651112,1;19599969,57;286833,3611;285036,5769;34541,53678;34214,50756;35727;35283;344603,9572;347673,7319;402797,2843;428863,8759;145691,0838;146056,2215;57840;46965;61689;60396;45346;28918
22422;22783;22421;22792;22511;21517;16595;16470;65474;62991;68354;68595;27926;27095;27279;26808;30157;31206;30781;31457;42451;43012;222591;222999;20356829,51;19884715,66;287375,3337;289683,754;29401,26163;32997,96738;36005;35750;347530,2374;344816,0368;400789,4748;404494,0499;145148,6136;147072,2018;53669;50579;63446;63130;45251;29201
21537;22310;23129;23720;22061;21400;16863;17033;63125;64079;67821;67971;27445;27479;27429;26665;30411;30124;29974;30565;41242;42788;233595;218470;19396499,43;19632763,19;285019,0018;293822,0287;33677,53737;30570,45403;35554;35989;342326,714;340666,5697;404241,4887;417215,678;147099,545;151266,4349;53240;52214;60767;60707;39497;29259
23351;21285;23086;23888;22153;21310;16729;16842;64610;63527;69142;67271;27553;27315;27230;27262;31440;30231;31607;31596;42197;43369;241878;229949;19774318,25;20325317,35;283664,7426;288909,557;31872,50329;27001,91039;36375;35393;337648,1557;338203,3219;399665,5898;416472,3834;145968,8595;146945,9848;59944;45730;63467;61444;41555;29320
21962;22473;22160;22479;21578;22086;16618;16724;62386;62544;66166;70335;27717;29796;27195;26961;31492;30381;30744;31415;41762;43964;240797;235350;19594933;19793966,46;288446,7144;288940,5764;31664,54906;28300,86559;36591;35587;341261,3309;330607,5629;405135,1571;425849,118;146700,2125;148816,4254;52243;54965;63907;60306;46125;29122
22324;22659;22683;23014;21310;21927;17601;16541;64642;63844;67014;69168;27407;28445;27310;26813;30484;31334;31144;30809;42380;43764;227046;229594;19757398,24;19896149,76;281458,1838;284475,2248;34464,92699;29376,73643;35956;35974;338568,6447;339647,257;405976,2598;424438,9371;145410,4852;151464,1091;55530;59147;61003;60294;38115;27669
22182;21747;22399;22570;21892;21310;16816;16524;63509;63280;66931;66649;27243;27984;26887;26316;31223;30844;30227;30986;41069;44806;217364;221252;19795138,02;19316949,64;291799,7839;291248,1301;28519,37005;32762,34303;36362;35481;333699,8352;339369,5293;401235,2379;426958,3138;146064,6248;148264,9621;54756;46772;61343;61560;42886;28267
21879;23651;22505;22815;21892;22085;16762;16510;62477;62203;67812;68315;27042;27345;27158;26830;30622;30247;30253;30959;41754;41418;230117;223969;20959332,3;19808543,8;290258,211;286904,4346;29498,93494;29746,01211;36300;35405;341385,9769;340729,6771;404717,7635;420051,7493;144913,8946;145258,751;51201;52807;62496;63178;42599;28586
23056;22215;22822;23474;22263;21892;16499;17278;63115;63188;67265;69515;27052;27296;26804;27564;30299;30178;30809;30294;41679;43619;236500;221196;20340539,91;20849889,87;283779,6484;290409,3755;35251,58758;29156,87114;36796;35273;337724,2338;338255,7477;402094,8769;421292,9755;145260,7902;148186,0142;56546;53527;60004;61604;45176;28341
22299;21470;22215;22163;22505;22904;16713;16879;63975;63743;67627;67016;28179;27156;27278;27096;30708;29573;30760;30426;42146;43146;238514;218292;20229476,94;20033750,95;293615,2285;294088,3043;33970,13006;27023,48581;35443;35419;345595,976;342998,4559;401245,4203;412326,9647;145715,48;146242,8506;50747;57227;62251;60188;41333;28246
22327;21709;23601;22469;22592;22078;16816;16441;63334;63308;68372;69233;29132;27306;26652;26608;30202;30799;30462;31549;42562;44088;234666;233204;19804984,96;20615879,4;283183,1581;288656,7332;30016,34054;28802,73728;35689;35859;353258,2598;348104,3131;400374,649;430448,9572;145238,4157;149702,0019;53274;61504;60066;61241;42496;29655
21382;21801;22714;22591;22809;21658;16574;16759;62652;63192;66933;68236;27515;27066;26656;26678;30445;30415;30172;30360;41809;44934;224109;234933;19795711,85;20196711,45;285924,1349;287738,2623;29513,6106;31658,4053;36531;36194;336226,9715;346442,911;404101,2874;435148,9703;146507,5271;144697,3014;45325;56738;62649;61417;40749;28721
23135;21727;22275;22386;21481;21794;16434;17134;63618;63520;66843;66898;26984;27551;26747;26933;30960;31210;30293;30428;42495;43768;230114;227670;20148059,59;19801741,73;282523,8807;296327,1998;28484,02706;27690,78632;36190;35716;343431,3724;343636,6103;402295,4331;408818,9484;145375,8324;148880,5914;58851;58060;62478;60583;43457;28753
21552;21570;22333;22902;22052;22008;16587;16766;62357;63319;66361;67714;28264;28513;26948;26712;30155;30738;31034;30478;42608;43349;234757;226982;19525942,05;20204338,37;285834,055;284943,024;35243,05781;25865,2758;35663;35208;337923,315;341465,9024;401493,4124;424343,3361;144475,5513;146628,9176;53358;55657;61996;60803;38670;27950
22247;23242;23231;22249;22803;22719;16909;16655;62469;62687;66763;68740;27503;27374;27806;27408;30387;30534;30875;30947;41957;44603;228106;238825;20259951,27;19993508,7;288650,2984;293505,4379;29313,52203;29945,18807;35449;35154;340769,6093;342134,6683;406104,807;430674,3609;145882,88;149656,4952;55904;67013;61876;60937;38435;29749
22202;22473;22334;22429;21391;22374;16979;17152;62379;62326;67981;67893;27754;27856;26744;27128;30428;31338;30820;30214;40870;41568;225364;227392;20007049,94;21039734,89;286481,4832;292077,3658;34208,34808;24993,28827;36341;36212;341768,2691;343410,4653;402209,2784;418498,6823;147019,2271;147425,9271;57198;45363;62799;60824;41048;27860
22636;21285;22638;22534;22001;22538;16728;16335;64423;66505;67707;66547;27341;27663;26837;27488;30171;30115;30166;31035;42749;43533;244074;224227;19823947,05;19895461,89;281523,4431;291626,0598;32507,20824;22992,04068;35467;35184;347602,0948;338697,4796;403445,3469;424890,4387;146228,3912;150158,6082;54616;52457;63860;61976;45242;29361
21664;23267;22406;22498;21959;21684;17118;16700;61502;62273;66851;68560;28381;28118;26778;26925;31035;30570;30420;30067;42162;42004;226374;231704;20161633,43;20335036,99;287211,0931;288918,6719;33504,48457;30627,94841;36233;36022;347486,0474;345838,3733;400148,1436;416654,9687;145928,3276;146311,0294;51729;52030;61123;60837;42963;29613
21753;21545;23106;22509;22270;21680;16826;16506;63346;62579;67100;69364;26859;27511;27199;27256;30533;29759;30482;30317;41806;44058;228450;239075;20273348,04;20417195,01;284354,2559;284745,9595;32122,01762;30633,68326;35737;35175;341246,6941;334208,0243;397149,5505;417724,1854;146327,789;146847,3118;52283;52961;62248;60569;42777;28866
21753;21714;22435;22477;21989;22129;16899;16655;62667;63003;66793;66855;27689;26931;26197;26367;30282;29593;31446;30548;40978;42937;221430;224686;20276352,81;19791625,83;288410,7355;286046,2177;40683,5676;28407,86003;36267;35496;340029,4892;340939,5072;403429,7466;428981,7198;145189,3716;153790,8493;47677;48198;61207;60554;46752;27835
22340;21673;23299;23140;22624;21821;16760;16681;62830;61978;66472;67824;28331;27376;26987;27109;30527;30643;30200;30100;42017;46638;219013;225668;20707296,79;20260916,54;285735,7668;287281,6305;30742,78954;26966,03382;36562;35502;339589,6598;339273,7731;399463,1397;410646,0605;144825,6309;147083,2147;55045;59055;62054;62063;44071;28065
21554;22411;22895;22777;21375;21532;16608;16897;62781;64143;67776;66528;27776;27640;26845;26914;30770;30037;31075;31833;42338;43653;215308;232959;19586810,06;20092166,27;294759,632;289993,7542;27859,467;31659,93918;35707;35295;338822,6229;344605,5386;402929,3243;425402,0442;145924,3272;149442,2116;54537;54107;61337;63427;39473;28092
21838;22000;22166;22798;21592;22413;16701;16844;63692;63498;67382;67383;27982;28666;27126;27423;30252;31193;30503;30100;41340;44705;229219;227091;19603062,25;19796445,25;280811,0661;284473,9133;26304,13134;29422,35905;36056;35314;333670,5278;339603,9561;405707,034;402929,2934;144964,7872;146040,1525;51289;55961;61231;61273;40979;27838
21604;21809;23111;22977;22110;21661;17029;17380;62306;63675;67481;68451;26958;27539;27244;26944;30674;31271;31078;30931;41303;43992;230321;228155;20140748,31;20156118,03;283994,8646;288636,5388;32303,32068;29675,45535;35490;35711;342745,1101;340894,0751;405920,4097;408016,6342;144987,1562;147160,7614;56338;58248;62366;62280;37649;28667
21582;22247;22699;22622;22221;21481;16860;17697;63877;63536;67783;67669;27732;28088;27956;26962;30272;30109;30644;30654;43447;43590;220819;236057;19942415,84;19923211,73;284112,4045;291238,5117;29694,64223;29016,38259;36233;36217;340796,5153;347348,8087;397978,0936;425538,5689;145854,9028;155032,8956;57759;55062;61629;60841;40627;29907
22723;22201;22769;22360;22427;21585;16815;16836;63047;63914;66240;66448;28472;27179;27019;27091;30178;30497;30497;30385;41099;43741;225880;242760;19463241,21;20722881,59;294503,8666;285754,2827;30896,03571;31578,75265;36453;35743;348063,8582;346419,277;398275,4794;429615,0827;146090,1868;147542,2581;55640;50941;62306;61905;44271;27686
22122;21765;22662;23435;21747;21693;16664;17323;61795;64277;68636;67552;28025;27391;26767;26959;30625;31309;30244;31397;41456;43492;233587;226747;19736055,4;20762940,45;285249,8144;289949,8613;31275,29258;31083,46782;36273;35654;346934,3192;339674,1986;400733,4932;423161,5386;145260,8035;148538,0433;51181;58758;62889;59635;42388;29269
22466;22456;22581;22902;21988;21481;16876;16779;64763;63031;68583;67161;27233;27442;26786;26762;30306;29884;31544;30462;43230;44256;225477;223978;20616727,81;21114739,19;280566,213;286992,1992;30400,51305;31931,16335;35795;34943;339137,7606;333276,659;400101,2248;424678,2965;145807,6356;148221,2896;59406;51217;61742;61303;43576;28855
22427;21812;22869;22777;22340;21935;16803;17488;62835;61904;69374;67173;27514;27617;26630;27246;30368;30419;30583;30570;43220;46680;229359;229837;20372748,56;19630357,23;284955,3948;288740,1059;36779,64373;32324,75111;36063;35366;336670,9443;348751,7365;401762,7783;413712,6306;147681,5042;145640,8156;53706;53299;61876;62057;42606;28642
21954;21699;22701;22907;22204;21989;16759;16348;63573;63577;66526;66284;27929;27582;26758;26858;30672;30301;30791;31573;41575;43274;234376;230696;20048993,48;19965099,24;291264,2351;285672,9749;30575,14303;29787,31613;35144;35194;347175,7586;343847,6704;398685,1076;422983,7189;145577,7119;147444,1014;56233;50115;61150;61453;45950;29722
22366;21761;22784;22865;21772;21822;16616;17199;62195;65194;68641;66445;27731;27907;26789;26630;30849;30881;30957;31207;41881;46101;207358;225117;20318004,46;20574910,11;288248,4159;292902,6988;29818,53986;29668,6185;36848;35663;353717,5143;344345,5581;396665,31;417237,1966;145819,2507;152076,9577;60299;50026;61903;61523;39160;29339
22339;22266;23053;23150;21845;21621;16943;16734;62364;63221;68608;68695;27629;26802;26980;27084;29793;30565;30918;30708;42305;43529;220351;221696;20754123,31;19994446,46;285441,7053;283641,9518;33674,63992;29312,27861;35922;35740;336303,7883;345907,4512;402869,5376;411060,6888;144892,1796;145852,7074;55544;58716;61657;61566;39887;29615
22175;21406;23071;23197;22332;21949;18101;16819;63806;62144;66205;67959;28178;28053;27465;27514;29906;30592;30552;31244;41325;42665;238545;224279;19581618,45;19702134,47;280925,4119;294488,0712;28837,39675;31244,67938;36855;35010;342300,101;338338,2617;402434,2732;418482,4655;145640,3387;146639,3161;57982;54565;61976;61192;42114;28823
21673;23996;25029;22672;21710;22100;17120;16843;63465;62813;69157;68798;27436;27723;27221;27071;31053;29749;31119;30569;41329;43236;228887;234232;19506533,27;20417501,12;287858,73;288077,7563;28095,45802;36229,17477;35932;35682;345428,6433;343969,2398;409845,7505;420413,1698;146500,4542;148447,3601;50740;57406;61441;61880;41154;29226
21382;21710;22384;22461;22001;21680;16447;16973;66648;63712;67150;67327;29408;27312;26781;28018;30097;31279;31677;30729;42383;42568;230821;226025;19472389,39;19862796,01;283876,6004;294242,9972;32944,62099;28491,43814;35907;35740;341783,0933;345860,5626;406540,0208;414016,2306;145629,1603;147501,5856;51289;52856;61639;62125;43485;28599
21982;22543;22750;22488;21538;21680;17399;17290;63817;62657;69402;70392;28576;28094;26916;26872;30396;29646;30712;31251;42805;42044;231463;221641;20290344,67;20078030,83;284689,1007;286006,0292;31028,40798;33956,23159;35618;35750;342036,0738;340957,7799;402205,0192;413960,2412;144186,1558;147223,5498;56935;52802;61578;60768;38732;29813
21307;21972;22649;22483;21479;21935;16504;16549;61635;62134;67964;68111;27016;27523;26908;26799;30458;30632;30666;31395;42304;42118;217357;222237;20252008,3;20516006,25;286005,2751;288154,1539;37322,7514;26163,59509;36642;35740;347507,4402;343260,6262;400685,0032;419291,8721;145151,0912;153723,3653;54712;52411;61569;61595;40404;29869
21939;22451;22601;22312;22922;23397;16344;16761;63204;62766;66643;68011;27665;29223;27224;27188;30120;30305;30332;30391;41523;42527;220537;226681;19898903,54;20472182,59;284677,1485;288586,7627;27064,96376;29273,09123;36429;35523;344626,2372;338479,0378;398284,8178;420620,7125;145955,3601;148485,3809;54089;52957;61866;61342;42571;27477
21756;22489;23352;22315;22046;22549;17864;16910;63521;61971;67210;68535;28286;27970;26756;27525;30452;30401;30473;30843;41170;45053;220225;220341;19892372,27;20223285,43;307528,9067;289231,6187;33093,8344;26250,12745;36383;36386;355924,8733;354722,607;400291,6874;417476,1278;145897,8371;147788,6772;55132;52174;62633;61107;43810;29127
23594;21357;23233;22161;21767;22477;17650;16697;63103;63651;69220;67031;27601;27781;26684;26683;30636;31602;30353;30773;43010;42894;213413;239433;19790913,95;19899636,43;289146,1522;290600,5847;34702,67854;31896,08272;35752;35866;349127,8006;340973,1885;399446,8534;417777,8088;145391,8269;146901,317;58407;60217;63299;60598;41575;29989
21964;22626;23663;22534;21954;21896;17076;16777;64242;64715;66147;68514;27594;27655;26979;26784;30965;30434;30882;30411;43782;45113;230020;230630;20351918,83;20061800,26;288919,2149;282173,5543;32005,13734;28845,52261;36319;35187;345122,4945;344910,798;399419,2952;407265,7521;144767,2561;151261,4907;50201;52744;61970;62445;41507;28719
21484;21709;22250;22541;22153;22232;16257;16655;62127;62743;67998;66253;27533;28612;27248;27092;30663;31424;30790;31038;41123;41543;227447;240842;19633577,89;20151595,95;282464,2362;288579,4238;34398,27902;30467,32983;35605;35076;347882,7039;356705,5203;402378,9237;412784,8177;146384,6891;151410,3687;57721;53023;63506;62028;40455;27936
22767;22428;23559;23173;22463;21502;16465;17208;65178;62415;67976;68562;27577;28019;26827;26588;30455;30761;30929;30071;41304;42506;221824;220396;19671273,4;20250694,15;288806,1264;285472,6188;31291,17636;35187,23572;36002;35268;336517,9458;342537,6697;401521,8719;429322,7804;146435,1412;147896,2045;49159;54086;63101;60758;42252;28445
21592;21691;22510;22672;21443;22329;16863;16580;63476;63073;66138;68780;28000;27254;27064;27131;29884;30411;31354;30559;41565;44529;239554;239286;19927325,76;20213284,05;283400,2786;289110,6061;27101,72978;30190,10329;36243;35322;351661,1109;337514,7153;400253,2384;420953,2042;145190,7427;146633,036;53405;53456;61723;60461;40682;29237
21648;22440;24074;22755;21563;22232;16614;16670;62746;64528;65993;69333;27265;28159;26474;26411;31396;31303;30838;30702;42106;41450;231183;224106;20770615,45;19794950,85;287148,9086;291339,5948;27559,04335;32014,2983;35890;35729;344448,9467;342041,5069;404142,1099;423483,8916;145942,4191;147247,1112;49837;49072;61067;60984;37499;28248
22847;21572;22800;22958;22754;21310;16955;16779;64325;63697;66495;67651;27124;27114;26876;26751;30786;30185;30584;30273;41976;41876;220239;240188;20670899,38;20687422,31;289750,9599;289765,708;33210,70368;30242,69359;36305;35559;341925,0811;335932,3935;402881,7475;410920,6266;146254,0776;146986,0416;52961;54701;62872;60876;41946;29308
21382;21917;22415;23187;22598;22614;16615;16764;62385;63707;69967;66725;27473;26966;27119;26794;30413;29921;31183;31622;42276;44267;215803;237063;19652722,59;20127343,27;287482,4223;288018,7301;32991,43979;28619,93466;35159;35714;342928,9617;341850,1881;399432,7055;432875,1138;145603,0434;149084,7305;54229;53654;62249;61063;43575;28218
21993;21493;22621;22397;22809;22940;17293;16630;64056;62849;68220;68639;28510;27798;26995;27977;29891;30400;30436;31064;41823;43254;231803;224180;20358649,48;20314406,38;283165,5822;286664,4102;30980,27615;26868,35061;36882;35309;346554,7106;343625,9653;406854,9616;416979,9001;144813,2279;145134,0443;58828;55633;62746;62302;41150;28556
21834;22569;22595;22407;22852;21481;17404;16683;63148;64368;67469;69904;27812;28947;26463;26490;30757;30605;31351;30469;42625;41595;228251;225516;20518151,06;20547000,37;284332,7806;284208,7303;25126,85518;28196,1707;36233;35523;345413,4537;343859,9822;400832,0052;423471,6634;145701,1046;148015,7012;51296;44798;62446;60308;38527;27881
22995;21769;22622;22326;21549;23009;16689;16729;63388;64043;68209;67607;27537;27824;27851;26909;30814;30752;30308;29872;42441;41169;234121;227908;19668026,3;19829906,5;281145,4089;285616,2585;26293,08572;31641,63283;35865;35961;344066,5978;347345,2544;397680,7822;412583,4901;145447,0726;148854,9618;57359;52221;61404;60534;44098;27914
22355;22176;22316;22428;21856;22447;17054;16895;62282;62784;68395;67907;27508;28108;26676;28133;30695;30400;30687;31079;41944;44635;241184;230623;20159193,51;19541020,36;290864,0516;284116,5867;29320,84693;34747,18163;36580;35057;343873,425;340119,8568;404152,7955;432176,0178;146096,0303;147663,0853;53501;53600;62071;62517;38101;29816
