BCSMASS_Ponto_1;BCSMASS_Ponto_2;BCSMASS_Ponto_3;BCSMASS_Ponto_4;BCSMASS_Ponto_5;BCSMASS_Ponto_6;BCSMASS_Ponto_7;BCSMASS_Ponto_8;BCSMASS_Ponto_9;BCSMASS_Ponto_10;BCSMASS_Ponto_11;BCSMASS_Ponto_12;BCSMASS_Ponto_13;BCSMASS_Ponto_14;BCSMASS_Ponto_15;DUSMASS25_Ponto_1;DUSMASS25_Ponto_2;DUSMASS25_Ponto_3;DUSMASS25_Ponto_4;DUSMASS25_Ponto_5;DUSMASS25_Ponto_6;DUSMASS25_Ponto_7;DUSMASS25_Ponto_8;DUSMASS25_Ponto_9;DUSMASS25_Ponto_10;DUSMASS25_Ponto_11;DUSMASS25_Ponto_12;DUSMASS25_Ponto_13;DUSMASS25_Ponto_14;DUSMASS25_Ponto_15
0,24133909;0,24133909;0,20108443;0,20108443;0,15427399;0,13830388;0,094494276;0,1998146;0,21145643;0,16339427;0,16339427;0,16339427;0,1998146;0,14058377;0,109409675;0,98929244;0,98929244;0,8425359;0,8425359;0,71301156;0,7432994;0,8595447;0,69431067;0,5205195;0,6998962;0,6998962;0,6998962;0,69431067;0,75704247;0,7800694
0,24614108;0,24614108;0,21192668;0,21192668;0,17462313;0,14646874;0,106897846;0,23564966;0,27812532;0,19425817;0,19425817;0,19425817;0,23564966;0,1706631;0,12685548;0,96045935;0,96045935;0,8217499;0,8217499;0,60064584;0,5815301;0,7531198;0,61863047;0,50206304;0,6501849;0,6501849;0,6501849;0,61863047;0,7154844;0,7324279
0,25337207;0,25337207;0,2207525;0,2207525;0,17514113;0,1580079;0,1299967;0,24421614;0,25998056;0,2027623;0,2027623;0,2027623;0,24421614;0,1858423;0,14895618;0,9855414;0,9855414;0,86685544;0,86685544;0,622101;0,61144966;0,6900425;0,5009034;0,46988598;0,56119674;0,56119674;0,56119674;0,5009034;0,57338303;0,5848125
0,29389957;0,29389957;0,24869978;0,24869978;0,1962621;0,18584089;0,1622791;0,3420807;0,3527177;0,33041143;0,33041143;0,33041143;0,3420807;0,2946902;0,21665242;1,2501186;1,2501186;1,1216736;1,1216736;0,8396599;0,9851371;1,2098255;0,7747603;0,55401725;0,6066668;0,6066668;0,6066668;0,7747603;0,76076245;0,9245303
0,3053;0,3053;0,2563385;0,2563385;0,19739135;0,20734945;0,16625439;0,3651798;0,37827685;0,40608662;0,40608662;0,40608662;0,3651798;0,38022447;0,2636995;0,83675563;0,83675563;0,7948841;0,7948841;0,68917704;0,7262426;0,76261586;0,6495723;0,5561017;0,59068227;0,59068227;0,59068227;0,6495723;0,6458222;0,6894805
0,2894533;0,2894533;0,25678337;0,25678337;0,21882811;0,22480339;0,18797573;0,40259632;0,40161654;0,3750656;0,3750656;0,3750656;0,40259632;0,35191292;0,25976214;1,772812;1,772812;1,6248969;1,6248969;1,2799331;1,4272316;1,3222122;1,0564435;0,9710851;1,1344963;1,1344963;1,1344963;1,0564435;1,1893574;1,2060459
0,40821528;0,40821528;0,39817962;0,39817962;0,34001186;0,32326978;0,2754472;0,49618298;0,49016157;0,5250458;0,5250458;0,5250458;0,49618298;0,4750324;0,3746543;0,5979199;0,5979199;0,6079172;0,6079172;0,5535365;0,569235;0,7772673;0,46631297;0,4234605;0,69727665;0,69727665;0,69727665;0,46631297;0,7139477;0,68127066
0,4892497;0,4892497;0,4456018;0,4456018;0,38392255;0,36815485;0,31497794;0,42880818;0,48042902;0,3959054;0,3959054;0,3959054;0,42880818;0,37042043;0,30696744;1,4467689;1,4467689;1,2715101;1,2715101;0,95901245;0,9770843;1,0315036;0,86730987;0,6600636;1,1021509;1,1021509;1,1021509;0,86730987;1,1021291;1,0284766
0,40887034;0,40887034;0,40033066;0,40033066;0,34073094;0,3256121;0,22684576;0,3038804;0,32054234;0,2674459;0,2674459;0,2674459;0,3038804;0,24547933;0,19799717;4,499822;4,499822;4,746717;4,746717;3,3017097;2,9976583;1,8809228;1,5647435;1,446436;1,5797184;1,5797184;1,5797184;1,5647435;1,584851;1,5647155
0,39975226;0,39975226;0,3897998;0,3897998;0,30248964;0,29891294;0,17810723;0,29225034;0,35851243;0,29143417;0,29143417;0,29143417;0,29225034;0,26650852;0,20844442;3,0170314;3,0170314;3,2691338;3,2691338;2,6147072;2,413257;1,7120075;1,5827487;1,7115722;1,8327962;1,8327962;1,8327962;1,5827487;1,9041817;1,6758593
0,227882;0,227882;0,19484685;0,19484685;0,13972196;0,11168403;0,07736212;0,15591364;0,18501528;0,13245197;0,13245197;0,13245197;0,15591364;0,11491781;0,08570692;0,56440157;0,56440157;0,522341;0,522341;0,35381493;0,303706;0,3291464;0,3378692;0,35953483;0,3775446;0,3775446;0,3775446;0,3378692;0,3833294;0,39636347
0,2290211;0,2290211;0,1967633;0,1967633;0,16477834;0,14952943;0,11752886;0,21207431;0,22561543;0,1678272;0,1678272;0,1678272;0,21207431;0,14827463;0,1169094;0,91831684;0,91831684;0,79868954;0,79868954;0,6123925;0,58157444;0,5939363;0,45336974;0,41777235;0,37702674;0,37702674;0,37702674;0,45336974;0,39526588;0,42790696
0,22746916;0,22746916;0,20333686;0,20333686;0,16045198;0,14631236;0,115714975;0,23530133;0,2652811;0,22725858;0,22725858;0,22725858;0,23530133;0,19347909;0,14809208;1,6296557;1,6296557;1,4004341;1,4004341;1,047586;1,1523503;1,0942738;0,8429932;0,7137623;0,811442;0,811442;0,811442;0,8429932;0,86413574;0,9393725
0,21727423;0,21727423;0,19703026;0,19703026;0,16956043;0,15576643;0,11799214;0,2473029;0,26572007;0,2161705;0,2161705;0,2161705;0,2473029;0,18264185;0,13590485;1,4743702;1,4743702;1,3248224;1,3248224;1,0121106;1,017631;1,49998;0,9039482;0,7542883;0,9564892;0,9564892;0,9564892;0,9039482;1,0778999;1,2542577
0,2439017;0,2439017;0,2200266;0,2200266;0,18483946;0,1768201;0,13678733;0,28466105;0,29844546;0,23538093;0,23538093;0,23538093;0,28466105;0,20721957;0,15582904;1,4621428;1,4621428;1,3747425;1,3747425;1,1507149;1,1534288;1,169486;1,0651101;0,7946859;1,0093677;1,0093677;1,0093677;1,0651101;1,0671912;1,0969151
0,3339562;0,3339562;0,28474933;0,28474933;0,22089233;0,21656455;0,15305029;0,29639766;0,26595184;0,23257405;0,23257405;0,23257405;0,29639766;0,21546215;0,16379087;1,4101393;1,4101393;1,1536524;1,1536524;0,7809419;0,8721105;1,1017599;0,8747826;0,70931;1,0209465;1,0209465;1,0209465;0,8747826;1,0716712;1,0832366
0,30556318;0,30556318;0,2697089;0,2697089;0,23658095;0,22119905;0,18083258;0,3507591;0,34568873;0,329837;0,329837;0,329837;0,3507591;0,30693942;0,24337785;1,240371;1,240371;1,1517051;1,1517051;0,91733634;0,814342;0,8077436;0,7341888;0,839106;0,8033208;0,8033208;0,8033208;0,7341888;0,8392279;0,85189945
0,29874256;0,29874256;0,2630595;0,2630595;0,22161394;0,20795347;0,15808922;0,3441976;0,34744918;0,31009355;0,31009355;0,31009355;0,3441976;0,2839372;0,20239675;1,1462114;1,1462114;1,0320333;1,0320333;0,75748163;0,76365954;0,7848987;0,630225;0,59371006;0,69639236;0,69639236;0,69639236;0,630225;0,71664035;0,7196712
0,29813337;0,29813337;0,26579586;0,26579586;0,23030178;0,2454829;0,20080382;0,38632828;0,37121773;0,34769183;0,34769183;0,34769183;0,38632828;0,32285354;0,24459684;1,5626911;1,5626911;1,5376587;1,5376587;1,3442377;1,3629411;1,3652091;1,249675;1,0480436;1,2075697;1,2075697;1,2075697;1,249675;1,2814254;1,3527519
0,3995649;0,3995649;0,3997375;0,3997375;0,34997785;0,36385518;0,33450338;0,39435282;0,38404933;0,38242373;0,38242373;0,38242373;0,39435282;0,35763037;0,2839449;1,3770958;1,3770958;1,4257718;1,4257718;0,7440474;0,7790857;0,8363788;0,65831697;0,60262364;0,7579632;0,7579632;0,7579632;0,65831697;0,7833129;0,7568588
0,35620713;0,35620713;0,36018926;0,36018926;0,31227413;0,3213529;0,24788071;0,39428037;0,40969217;0,3875447;0,3875447;0,3875447;0,39428037;0,3618537;0,28857642;1,783132;1,783132;1,9384336;1,9384336;1,7303574;1,5879787;1,346118;1,280843;1,4172611;1,3252594;1,3252594;1,3252594;1,280843;1,370857;1,3169836
0,32748523;0,32748523;0,30149516;0,30149516;0,26732776;0,23809324;0,18504715;0,27148283;0,267646;0,23206212;0,23206212;0,23206212;0,27148283;0,2192817;0,1847695;1,731919;1,731919;1,5454756;1,5454756;1,279309;1,3975247;1,474857;1,3396645;1,0276778;1,4627327;1,4627327;1,4627327;1,3396645;1,5458661;1,544333
0,36393356;0,36393356;0,33720854;0,33720854;0,27735865;0,23111363;0,16943023;0,28918943;0,31907794;0,2761657;0,2761657;0,2761657;0,28918943;0,23976798;0,18811063;1,324554;1,324554;1,1713716;1,1713716;0,6862682;0,6637728;0,8139041;0,614436;0,52451116;0,7046585;0,7046585;0,7046585;0,614436;0,7302133;0,73230785
0,22654851;0,22654851;0,20632644;0,20632644;0,17270769;0,16878687;0,13237467;0,2289166;0,2649123;0,20259501;0,20259501;0,20259501;0,2289166;0,1722941;0,13834004;0,6710187;0,6710187;0,55424935;0,55424935;0,40584636;0,49124417;0,51549345;0,42906222;0,38815054;0,4720605;0,4720605;0,4720605;0,42906222;0,48202115;0,4882914
0,2010438;0,2010438;0,17799139;0,17799139;0,15041775;0,147893;0,12351058;0,28270385;0,28820452;0,2858682;0,2858682;0,2858682;0,28270385;0,2605973;0,20170513;1,0623007;1,0623007;0,91848594;0,91848594;0,76163054;0,8822298;1,1464294;0,9560974;0,66912806;1,0689886;1,0689886;1,0689886;0,9560974;1,1194577;1,1507714
0,21864368;0,21864368;0,19901004;0,19901004;0,18364279;0,185342;0,15774548;0,35595578;0,33820853;0,33566052;0,33566052;0,33566052;0,35595578;0,29004955;0,22400652;0,79100156;0,79100156;0,70878226;0,70878226;0,5802081;0,62592906;0,67907554;0,45052105;0,38070282;0,45775265;0,45775265;0,45775265;0,45052105;0,47289807;0,51778805
0,21852486;0,21852486;0,19061261;0,19061261;0,15621373;0,14762928;0,10364179;0,24867134;0,2817518;0,22266917;0,22266917;0,22266917;0,24867134;0,18924914;0,13822162;1,3304412;1,3304412;1,1713364;1,1713364;0,73732764;0,68464094;0,83021086;0,6120616;0,46262568;0,60597223;0,60597223;0,60597223;0,6120616;0,6572261;0,7186696
0,24469301;0,24469301;0,21957746;0,21957746;0,18735068;0,17558767;0,1496703;0,31123143;0,28353146;0,32583395;0,32583395;0,32583395;0,31123143;0,31987375;0,25108725;1,1068916;1,1068916;1,005422;1,005422;0,70734423;0,8840757;0,71774185;0,54871964;0,4693598;0,6431275;0,6431275;0,6431275;0,54871964;0,7093029;0,73076797
0,24250974;0,24250974;0,22021417;0,22021417;0,1872676;0,17298687;0,12235821;0,29385358;0,3302096;0,29542106;0,29542106;0,29542106;0,29385358;0,24971189;0,17448583;1,0258895;1,0258895;0,9521049;0,9521049;0,7364972;0,6832585;0,60498637;0,59729487;0,59176695;0,6317804;0,6317804;0,6317804;0,59729487;0,63179433;0,63590306
0,3504502;0,3504502;0,3226493;0,3226493;0,2807192;0,25886297;0,18737255;0,37374905;0,380651;0,33015198;0,33015198;0,33015198;0,37374905;0,30448368;0,236876;1,2450005;1,2450005;1,1410468;1,1410468;0,91151494;0,9707091;0,99014854;0,8106656;0,68564373;0,9038704;0,9038704;0,9038704;0,8106656;0,9542306;0,9798792
0,34045017;0,34045017;0,31015784;0,31015784;0,27324554;0,2551114;0,22205271;0,40353975;0,4063952;0,3938047;0,3938047;0,3938047;0,40353975;0,3747782;0,29952624;1,3773859;1,3773859;1,2878822;1,2878822;0,9756188;0,9319613;1,1209241;0,9701664;0,69415003;1,0487212;1,0487212;1,0487212;0,9701664;1,1339381;1,1715659
0,7129838;0,7129838;0,7043993;0,7043993;0,6560559;0,694853;0,53281313;0,6039361;0,60778165;0,537849;0,537849;0,537849;0,6039361;0,514579;0,4484854;2,5254254;2,5254254;2,632828;2,632828;2,3927474;2,3092551;1,813951;1,7925473;1,6561753;1,5361532;1,5361532;1,5361532;1,7925473;1,6428839;1,6340798
0,7425344;0,7425344;0,7266829;0,7266829;0,6694711;0,70432925;0,60744977;0,518706;0,5736377;0,46070835;0,46070835;0,46070835;0,518706;0,4583105;0,45424092;1,1343347;1,1343347;1,0641298;1,0641298;0,8478121;0,93671584;0,97457963;0,7692381;0,76055765;0,75191855;0,75191855;0,75191855;0,7692381;0,82182866;0,88443667
0,42070317;0,42070317;0,41243118;0,41243118;0,34849685;0,33333507;0,19428769;0,29261962;0,33364055;0,26636982;0,26636982;0,26636982;0,29261962;0,24825713;0,20234644;1,9455732;1,9455732;1,7555336;1,7555336;1,3194604;1,4169729;1,0804365;0,89254826;0,88294804;0,9147349;0,9147349;0,9147349;0,89254826;0,94861853;0,9155841
0,25582245;0,25582245;0,23714511;0,23714511;0,20028539;0,18170208;0,14617093;0,24751249;0,2839337;0,18955435;0,18955435;0,18955435;0,24751249;0,1728718;0,14579202;1,4488001;1,4488001;1,3575984;1,3575984;1,102087;1,0666977;1,0370216;0,97420007;0,8568353;1,0675714;1,0675714;1,0675714;0,97420007;1,0578127;1,0322363
0,25313562;0,25313562;0,22616981;0,22616981;0,19638179;0,1737097;0,11492993;0,22618274;0,25574166;0,17636886;0,17636886;0,17636886;0,22618274;0,1543895;0,11983625;1,4812346;1,4812346;1,3462696;1,3462696;0,90384525;0,9844785;1,2289584;0,8826678;0,7907327;0,99111587;0,99111587;0,99111587;0,8826678;1,0260637;1,0428685
0,209841;0,209841;0,1895425;0,1895425;0,16550536;0,15936786;0,112134874;0,2539363;0,31738943;0,217461;0,217461;0,217461;0,2539363;0,18464291;0,13371514;0,94996446;0,94996446;0,81494534;0,81494534;0,6768693;0,57106584;0,5451967;0,45108196;0,40217736;0,39659613;0,39659613;0,39659613;0,45108196;0,42862028;0,46525377
0,20335312;0,20335312;0,18669133;0,18669133;0,16346733;0,16050518;0,12916735;0,2887683;0,2886015;0,26381508;0,26381508;0,26381508;0,2887683;0,24259722;0,19374713;1,2493722;1,2493722;1,0476873;1,0476873;0,67933226;0,7683781;0,5294421;0,36733973;0,3083659;0,35300276;0,35300276;0,35300276;0,36733973;0,39112222;0,41651994
0,18977363;0,18977363;0,16746451;0,16746451;0,13971063;0,116743185;0,07965405;0,18719378;0,18808107;0,14331786;0,14331786;0,14331786;0,18719378;0,12188471;0,08947002;0,6977114;0,6977114;0,60269755;0,60269755;0,40768316;0,4756009;0,49403116;0,33659422;0,2731968;0,3451646;0,3451646;0,3451646;0,33659422;0,3722206;0,41185182
0,25704604;0,25704604;0,22383088;0,22383088;0,19494233;0,19486412;0,15051898;0,35495514;0,32876098;0,3479266;0,3479266;0,3479266;0,35495514;0,3190039;0,22861288;1,4451108;1,4451108;1,1990522;1,1990522;0,94997746;1,0081317;1,3032722;1,1415048;0,8729074;1,1755908;1,1755908;1,1755908;1,1415048;1,2945896;1,349203
0,252905;0,252905;0,22400317;0,22400317;0,18193409;0,16873012;0,120888144;0,27668828;0,29387817;0,26236668;0,26236668;0,26236668;0,27668828;0,22393665;0,15439624;0,8214179;0,8214179;0,76539135;0,76539135;0,5886475;0,65614045;0,72070384;0,6142187;0,44111466;0,6490109;0,6490109;0,6490109;0,6142187;0,7108392;0,74102175
0,3155102;0,3155102;0,28182194;0,28182194;0,24841002;0,25831085;0,24241853;0,47112897;0,43878576;0,48391357;0,48391357;0,48391357;0,47112897;0,46759546;0,37716022;3,199595;3,199595;3,1634943;3,1634943;2,5504706;2,8574884;3,82963;3,3545115;3,0678706;4,3632894;4,3632894;4,3632894;3,3545115;4,645661;4,7384987
0,3651272;0,3651272;0,34584796;0,34584796;0,2916267;0,2908498;0,23344831;0,45676246;0,4751101;0,47057974;0,47057974;0,47057974;0,45676246;0,44604677;0,34021193;2,0127356;2,0127356;1,7478521;1,7478521;1,3993255;1,742873;1,8543426;1,3777289;1,117286;1,6026492;1,6026492;1,6026492;1,3777289;1,7119296;1,7516744
0,41852453;0,41852453;0,39677352;0,39677352;0,35124102;0,34599617;0,25778633;0,40120596;0,42982706;0,37641627;0,37641627;0,37641627;0,40120596;0,34376618;0,28367564;2,4355683;2,4355683;2,2475164;2,2475164;1,8698163;1,7797588;1,6670266;1,5428075;1,3000345;1,5679754;1,5679754;1,5679754;1,5428075;1,6673259;1,6096802
0,6467593;0,6467593;0,6916126;0,6916126;0,4680047;0,41079748;0,29300964;0,37926498;0,4534922;0,42621282;0,42621282;0,42621282;0,37926498;0,38573083;0,29708335;1,343535;1,343535;1,4438179;1,4438179;1,224839;1,0831928;0,94127107;0,89925015;0,8247348;1,0445075;1,0445075;1,0445075;0,89925015;1,060192;0,95881313
0,36510465;0,36510465;0,34439966;0,34439966;0,30274534;0,28930762;0,22221369;0,32080314;0,36382717;0,29094929;0,29094929;0,29094929;0,32080314;0,25959566;0,21558672;1,9419794;1,9419794;1,8829254;1,8829254;1,69846;1,9618671;1,9333408;1,7436246;1,7959428;2,2660446;2,2660446;2,2660446;1,7436246;1,921141;1,7002796
0,2545324;0,2545324;0,22908898;0,22908898;0,18578625;0,17208786;0,13879727;0,22843629;0,23569411;0,18480836;0,18480836;0,18480836;0,22843629;0,16576454;0,13155162;0,9470994;0,9470994;0,8582756;0,8582756;0,66184574;0,65749496;0,68998295;0,5714965;0,5117612;0,58909535;0,58909535;0,58909535;0,5714965;0,60869193;0,61796194
0,22990453;0,22990453;0,20845757;0,20845757;0,17496552;0,17765999;0,14830539;0,27673694;0,30319762;0,24497618;0,24497618;0,24497618;0,27673694;0,20962271;0,16426171;1,6031897;1,6031897;1,5025598;1,5025598;1,2965051;1,3921064;1,3657656;1,1926812;1,1944093;1,1783423;1,1783423;1,1783423;1,1926812;1,1553698;1,2030059
0,20073484;0,20073484;0,18466184;0,18466184;0,16729958;0,15293491;0,12697013;0,27147946;0,26665848;0,26216403;0,26216403;0,26216403;0,27147946;0,2348631;0,18160915;0,686865;0,686865;0,6466786;0,6466786;0,54366505;0,47664273;0,4559305;0,42275238;0,41415963;0,4271112;0,4271112;0,4271112;0,42275238;0,43610927;0,43778867
0,22943689;0,22943689;0,21644317;0,21644317;0,20925163;0,18843208;0,15296084;0,3245333;0,33562532;0,28351986;0,28351986;0,28351986;0,3245333;0,24916655;0,19024348;1,5254296;1,5254296;1,2913032;1,2913032;0,8551366;0,756312;0,70672065;0,5614543;0,5297766;0,5592099;0,5592099;0,5592099;0,5614543;0,58476293;0,62994707
0,24196567;0,24196567;0,21930882;0,21930882;0,19532353;0,1816087;0,13665825;0,28620684;0,27561215;0,23695995;0,23695995;0,23695995;0,28620684;0,22226869;0,16695032;2,2643433;2,2643433;1,8531356;1,8531356;1,1826555;1,2485;1,0697155;0,8944205;0,78846174;0,8244346;0,8244346;0,8244346;0,8944205;0,90290517;0,92606264
0,24851838;0,24851838;0,22503124;0,22503124;0,20869869;0,189853;0,13954885;0,26693404;0,27671313;0,21712366;0,21712366;0,21712366;0,26693404;0,19609223;0,14737014;1,2613773;1,2613773;1,1455281;1,1455281;0,88289845;1,0203593;1,2014079;0,9579434;0,67667;1,0271766;1,0271766;1,0271766;0,9579434;1,1099788;1,0748787
0,24275228;0,24275228;0,20721862;0,20721862;0,17063496;0,16906182;0,12557599;0,27625415;0,26920065;0,23155737;0,23155737;0,23155737;0,27625415;0,21655045;0,15040115;0,74354726;0,74354726;0,706937;0,706937;0,61858386;0,6050669;0,63927007;0,54256546;0,5465342;0,5777897;0,5777897;0,5777897;0,54256546;0,5895348;0,62290514
0,26773688;0,26773688;0,24054974;0,24054974;0,21762665;0,21436758;0,1702852;0,36954257;0,34500822;0,31679344;0,31679344;0,31679344;0,36954257;0,29714513;0,22791451;1,1126678;1,1126678;1,1242497;1,1242497;0,9850316;0,95509344;0,99905026;0,8967436;0,79424715;1,0153595;1,0153595;1,0153595;0,8967436;1,0810008;1,091453
0,33108425;0,33108425;0,29663542;0,29663542;0,24210045;0,23699443;0,19857189;0,38915977;0,41953653;0,4284153;0,4284153;0,4284153;0,38915977;0,39239296;0,28448123;1,3093946;1,3093946;1,2881025;1,2881025;1,0241975;1,1310266;1,1541363;0,98260224;0,7959498;1,1111116;1,1111116;1,1111116;0,98260224;1,1608582;1,1790409
0,4126293;0,4126293;0,3842966;0,3842966;0,3295582;0,31434357;0,22476286;0,34101886;0,35595673;0,3287213;0,3287213;0,3287213;0,34101886;0,2986406;0,23365381;0,6442155;0,6442155;0,63512486;0,63512486;0,47353387;0,380988;0,3188021;0,28329352;0,28845072;0,2764458;0,2764458;0,2764458;0,28329352;0,27915207;0,28152645
0,550329;0,550329;0,55775034;0,55775034;0,46546632;0,5332745;0,42929822;0,43857878;0,50185853;0,41460952;0,41460952;0,41460952;0,43857878;0,371949;0,3453846;1,4737235;1,4737235;1,3912143;1,3912143;1,0720948;1,1857812;1,1632092;0,8554332;0,7788661;0,9471138;0,9471138;0,9471138;0,8554332;0,9957106;1,0485296
0,44065708;0,44065708;0,42840502;0,42840502;0,3547141;0,328397;0,2480919;0,35925874;0,41172692;0,29624337;0,29624337;0,29624337;0,35925874;0,26244006;0,22495404;1,9287072;1,9287072;1,9250239;1,9250239;1,72519;1,7662901;1,2778804;1,1072245;1,1896478;0,9122149;0,9122149;0,9122149;1,1072245;0,8907489;0,94036967
0,27569866;0,27569866;0,24878466;0,24878466;0,22307475;0,1632014;0,14131714;0,21179302;0,2126435;0,15861133;0,15861133;0,15861133;0,21179302;0,14656234;0,12805495;0,7064065;0,7064065;0,6489243;0,6489243;0,5150071;0,5307191;0,59173036;0,5014268;0,4211;0,48629272;0,48629272;0,48629272;0,5014268;0,50612915;0,53005755
0,2701031;0,2701031;0,2554304;0,2554304;0,22348346;0,22862567;0,15513714;0,27719575;0,3063732;0,23579586;0,23579586;0,23579586;0,27719575;0,21102323;0,17686416;2,3106163;2,3106163;2,0940986;2,0940986;1,3511251;1,7211558;1,6346506;1,3178494;0,8735636;1,2875949;1,2875949;1,2875949;1,3178494;1,3611748;1,4001664
0,19835171;0,19835171;0,17883757;0,17883757;0,15447557;0,14569566;0,10598714;0,21375756;0,21664886;0,17505603;0,17505603;0,17505603;0,21375756;0,15924418;0,12300171;1,2522305;1,2522305;1,1452652;1,1452652;1,0128732;0,9738235;0,93435025;0,8289908;0,70363474;0,8190057;0,8190057;0,8190057;0,8289908;0,8400716;0,8442829
0,21041118;0,21041118;0,18851794;0,18851794;0,15515779;0,1683627;0,14147125;0,289249;0,3109053;0,27438945;0,27438945;0,27438945;0,289249;0,24181402;0,19658431;1,3918747;1,3918747;1,1544062;1,1544062;0,87466615;0,86636585;0,9838966;0,7362616;0,61730313;0,78055555;0,78055555;0,78055555;0,7362616;0,83333886;0,86082935
0,20862211;0,20862211;0,18681145;0,18681145;0,16032264;0,13595282;0,09695221;0,19650888;0,2347531;0,16549206;0,16549206;0,16549206;0,19650888;0,13816194;0,100649886;1,5157155;1,5157155;1,4676774;1,4676774;1,2573575;1,0628755;1,1595997;0,8978797;0,8343709;1,0096213;1,0096213;1,0096213;0,8978797;0,9921719;0,9699772
0,26695487;0,26695487;0,2356671;0,2356671;0,20144556;0,18109791;0,1572185;0,29148734;0,29814288;0,26819992;0,26819992;0,26819992;0,29148734;0,25358567;0,19265032;0,8551424;0,8551424;0,7987279;0,7987279;0,6878019;0,63228726;0,7941317;0,6682962;0,5621518;0,6470689;0,6470689;0,6470689;0,6682962;0,7038028;0,74501723
0,280123;0,280123;0,2547914;0,2547914;0,22099437;0,21770048;0,17011337;0,3736173;0,37426257;0,3569508;0,3569508;0,3569508;0,3736173;0,33540827;0,25672147;1,2471397;1,2471397;1,2718432;1,2718432;1,0339923;0,9810899;0,9994563;0,8361194;0,80314577;0,8499512;0,8499512;0,8499512;0,8361194;0,8736678;0,8900891
0,2937802;0,2937802;0,2704401;0,2704401;0,25816214;0,22801042;0,20032576;0,3908026;0,41907403;0,3938439;0,3938439;0,3938439;0,3908026;0,34394637;0,2554731;1,1420081;1,1420081;1,0321953;1,0321953;0,83499205;1,0764587;1,2125443;0,8587511;0,6558416;1,1252027;1,1252027;1,1252027;0,8587511;1,258148;1,2647288
0,26655105;0,26655105;0,23993857;0,23993857;0,22265218;0,20904449;0,16782926;0,35351825;0,36222312;0,36916694;0,36916694;0,36916694;0,35351825;0,33641338;0,23837352;0,9583214;0,9583214;0,90964484;0,90964484;0,76997304;0,76251537;0,78114915;0,62807316;0,6258806;0,74766684;0,74766684;0,74766684;0,62807316;0,7572852;0,73056793
0,40363914;0,40363914;0,38596863;0,38596863;0,33042422;0,36513603;0,2577618;0,3991197;0,4002046;0,39012083;0,39012083;0,39012083;0,3991197;0,36454156;0,30634466;1,742505;1,742505;1,7272642;1,7272642;1,1951532;1,1162186;0,93401366;0,7643433;0,6819378;0,78643185;0,78643185;0,78643185;0,7643433;0,8552667;0,93379784
0,44492638;0,44492638;0,4399949;0,4399949;0,3951493;0,35458052;0,28796974;0,4337022;0,4626375;0,46353263;0,46353263;0,46353263;0,4337022;0,42170873;0,35150227;2,1969166;2,1969166;2,3623602;2,3623602;1,9168098;1,8277683;1,3002132;1,3403733;1,0721054;1,4651618;1,4651618;1,4651618;1,3403733;1,3110447;1,3042032
0,29586616;0,29586616;0,26942143;0,26942143;0,21459737;0,18898371;0,15546693;0,26205644;0,2915853;0,2488052;0,2488052;0,2488052;0,26205644;0,21960959;0,17670596;1,324965;1,324965;1,183727;1,183727;0,89054227;0,855467;0,86981505;0,6916551;0,6682598;0,8043696;0,8043696;0,8043696;0,6916551;0,81905013;0,8252911
0,22539613;0,22539613;0,2101108;0,2101108;0,18691032;0,15437162;0,12743057;0,2206127;0,23860139;0,175667;0,175667;0,175667;0,2206127;0,159733;0,13065583;1,1802799;1,1802799;1,0793014;1,0793014;0,91974014;0,83868116;0,8665629;0,85208094;0,7639976;0,8400353;0,8400353;0,8400353;0,85208094;0,851808;0,82533616
0,2221635;0,2221635;0,2038571;0,2038571;0,16327381;0,1596246;0,11776308;0,21115813;0,2407603;0,1712882;0,1712882;0,1712882;0,21115813;0,15479527;0,1292765;1,4205762;1,4205762;1,2828397;1,2828397;0,9864334;1,095439;1,1262294;0,9436901;0,7725033;1,0662279;1,0662279;1,0662279;0,9436901;1,1012983;1,071261
0,2345435;0,2345435;0,22134845;0,22134845;0,19831617;0,19018506;0,16273946;0,34317857;0,34222442;0,3105785;0,3105785;0,3105785;0,34317857;0,27737227;0,21198106;1,1301477;1,1301477;1,0487108;1,0487108;0,8649306;1,0068492;1,0408697;0,8258874;0,59850717;0,7595414;0,7595414;0,7595414;0,8258874;0,8373161;0,9004706
0,20431273;0,20431273;0,19561172;0,19561172;0,1805003;0,17497087;0,15354708;0,26355782;0,27672493;0,21267062;0,21267062;0,21267062;0,26355782;0,19431965;0,16724871;0,40455428;0,40455428;0,36405328;0,36405328;0,26035118;0,29341373;0,32998008;0,23681274;0,23656584;0,22915316;0,22915316;0,22915316;0,23681274;0,23296317;0,23577382
0,22152019;0,22152019;0,20311698;0,20311698;0,17331083;0,16577363;0,1376825;0,28966293;0,29488057;0,24555646;0,24555646;0,24555646;0,28966293;0,21838969;0,1733206;1,242239;1,242239;1,0441684;1,0441684;0,7188336;0,7428952;0,73734933;0,5966954;0,492577;0,5901955;0,5901955;0,5901955;0,5966954;0,58592755;0,5782266
0,23089188;0,23089188;0,19990191;0,19990191;0,17086677;0,15144041;0,1138954;0,23538621;0,24613534;0,18387438;0,18387438;0,18387438;0,23538621;0,16847487;0,12674582;0,9620292;0,9620292;0,9287882;0,9287882;0,6933168;0,53282744;0,5210519;0,5341815;0,50632423;0,56123346;0,56123346;0,56123346;0,5341815;0,5586483;0,55012923
